Method,Silhouette_Score,Davies_Bouldin_Index,Calinski_Harabasz_Score
K-Means,0.07554079327514973,2.8858471134105486,121.37497116525337
GMM,0.001513352293768144,3.9613013898157172,56.037612624053715
